,tweet,bert_predict,lstm_predict,bert_lstm_predict
1000,ternyata vaksin astrazeneca jarak vaksinasi pertama kedua minggu ya pantesan ko banget kemaren pending vaksin kedua anak sakit hari mau vaksin kedua kesdim udah gak ready sinovac untuk mempercepat target penyelesaian vaksinasi,-1,1,-1
1001,lg heboh kabar vaksin astrazeneca menyebabkan penggumpalan darah hmsaya rasa berita perlu ditelusuri lg jgn membaca di kulitnya,-1,-1,-1
1002,sedang mengalami efek vaksin astrazeneca demam tinggi badan pegal linu kepala pusing keliling tahu khasiat vaksin untuk tubuh saya kembali semangat optimis melewati rasa ini hanya,1,1,1
1003,pertama sinovac abistu astrazeneca skrg isu nya beli pfizer hmm kasian sm pemerintahnakes makin org kontra vaksin yg asbun bikin statementberita hoax nya,-1,-1,-1
1004,menyesal lak daftar vaksin astrazeneca,-1,-1,-1
1005,si bego ini gua vaksin sinovac astrazeneca,-1,-1,-1
1006,uni eropa menggugat astrazeneca langkah hukum diambil masalah kekurangan dosis vaksin corona dipesan astrazeneca uni eropa astrazeneca telah beberapa kali berselisih tahun,-1,-1,-1
1007,kesimpulan bodoh gue antara temen gue yg vaksin astrazeneca yg reaksinya jadi demam dialami org yg kurus,-1,-1,-1
1008,yeay kelar vaksin dosis pertama astrazeneca,1,-1,1
1009,ramai warga emas yg skeptikal dgn vaksin dekdek astrazeneca,-1,-1,-1
1010,unsr palembang vaksin nyo banyakan pake sinovak apo astrazeneca,-1,-1,-1
1011,kemarin barusan vaksin astrazeneca sekarang bed rest demam ga enak badan,-1,-1,-1
1012,orang di suntik vaksin astrazeneca lgsg demam tinggi meanwhile nyokap gue ga demam sekali biasa aja mama blg klo tubuhnya fit,-1,-1,-1
1013,guy vaksin astrazeneca jakarta terbuka untuk umum dimana yah,1,-1,1
1014,vaksin astrazeneca separah ga sihh jd takott,-1,-1,-1
1015,pemerintah stop pengunaan vaksin astrazeneca ctmav langsung cek kemaren batch vaksin nya brp beda nomor,-1,-1,-1
1016,update pasca vaksin astrazeneca badan udah gak demam pusing keliyengan mual makan yg bikin hari gagal ngantor adalah keliyengannya alhasil pak suami memberi titah utk balik kamar tidor,-1,1,-1
1017,serikali ya afrika kusini imesitisha kwa mda mpango wa kuwapa chanjo ya astrazeneca raia wake baada ya utafiti kuonesha matokeo duni ya chanjo hiyo kwa wananchi dhidi ya aina mpya ya virusi vya corona,-1,-1,-1
1018,jawapan astrazeneca mysejahtera ramai bertanya vaksin tak melalui mysejahtera,1,-1,-1
1019,berita underline tvone australia hari kasus akibat vaksin astrazeneca berakibat pembekuan darah ya udah biar indonesia aman gaduh akibat adu domba baik vaksin astrazeneca diberikan cebong,-1,1,-1
1020,indonesia vaksin membuat anak jadi durhaka,-1,-1,-1
1021,efek samping vaksin astrazeneca jadi suka scorpio,-1,1,-1
1022,abis vaksin astrazeneca langsung demam tinggi shayy,-1,-1,-1
1023,kebagian jatah vaksin sinovac hari karena hari konsul dokter umum dokter syaraf dianjurkan astrazeneca yang memiliki kelainan pengentalan darah hyperagregasi trombosit gak efek samping berarti dosis pertama,1,-1,-1
1024,vaksin sinovac astrazeneca mendingan sih bingung,-1,-1,-1
1025,udah surat vaksinasi covid bakal astrazeneca rangorang ga suka masih untung dapet duluan,1,-1,1
1026,benar ternyata efek vaksin astrazeneca seperti efek dpt balita,-1,-1,1
1027,kementerian kesehatan jepang memberikan izin penggunaan vaksin covid astrazeneca moderna vaksin covid astrazeneca moderna dipastikan aman penggunaannya,1,1,1
1028,gatau tapi bersyukur vaksin astrazeneca bukan sinovac merasa beruntung,1,-1,1
1029,gua vaksin vaksinnya astrazeneca,-1,1,1
1030,efek vaksin astrazeneca baru terasa pas malam mulai demam,-1,1,-1
1031,vaksin astrazeneca efek nya semua ya tetangga pada nggregesi aka gaenak badan,-1,-1,-1
1032,bangi avenue convention centre dpt vaksin jenis sinovac ka astrazeneca,1,1,1
1033,dok kalo sudah divaksin sinovac saya vaksin dengan astrazenecamederna ada efeknya bedabeda sumber vaksin,-1,-1,-1
1034,ratusan warga antusias mengikuti vaksinasi vaksin astrazeneca kodim forkompida gedung wahana ekspresi poesponegoro wep,1,-1,1
1035,vaksin,-1,-1,1
1036,mak ayah vaksin astrazeneca masa daftar haritu dapat,-1,1,1
1037,jbrfe rek nanya kalau vaksin astrazeneca mana yamakasih,1,-1,1
1038,vaksin astrazeneca yang ketiga luluskan eu selepas vaksin pfizerbiontech moderna,1,-1,1
1039,suntik vaksin astrazeneca jam siang efek nya bru kerasa,-1,-1,-1
1040,vaksin astrazeneca langsung hantam imun kurang jam langsung demam bener panas badan sakit kepala gab tidur semalaman,-1,-1,-1
1041,woi vaksin sinovac tuh meragukan gasihh semua negara bilang ga efektif tu vaksin malay aja baru nyetop vaksin sinovac thai ngombinasiin sinovac ama astrazeneca ga cukup deh kata gue sinovac lawan si delta anjj,-1,-1,-1
1042,fyp tiktok yg cerita efek samping di suntik vaksin sinovac efeknya laper terus menerus ya enak kalo laper doang mah kalo astrazeneca lebih ajib,-1,-1,-1
1043,ternyata vaksin inalum pake astrazeneca pfizer tau gitu vaksinasi sana,-1,-1,-1
1044,sampai cucuk vaksin bawah jambatan,-1,-1,-1
1045,lebih pengin vaksin astrazeneca adanya coronavac wkwk ya gapapa kondisi gini saatnya pilihpilih vaksin,1,-1,1
1046,mwiriwe abantu twafashe urukingo rwa covid rwo mu bwoko bwa astrazeneca mu cyiciro cya mbere bazahabwa urwa ryari numvise minister avugako ari hagati ibyumweru murakoze cyane akazi keza,1,-1,-1
1047,yakin vaksin sinovac astrazeneca akan berfungsi baik,1,1,1
1048,kayaknya ada kasus vaksin pertama pake sinovac kedua pake vaksin astrazeneca kira kira mati ditempat gak yaa,-1,-1,-1
1049,vaksin covid pertama nigeria oxford astrazeneca skema covax internasional mendarat ibu kota abuja kemarin vaksin datang juta dosis akan mengawali tugas berat untuk memvaksinasi negara terpadat afrika,1,-1,1
1050,dokfe menurut usia tahun divaksin astrazeneca ga maaf bgt oot abis vaksin kaya kepikiran gitu,-1,-1,-1
1051,finally udah vaksin tahap alhamdulillahnya dapet astrazeneca yuhu semoga ga sampe demam foto laprek pake almet,1,1,1
1052,lagi minggu kena vaksin harapnya berjalan lancar,1,-1,1
1053,jadi bedanya vaksin sinovac astrazeneca,-1,-1,1
1054,ada daftar vaksin covid jangan astrazeneca daerah jaksel usia lansia,-1,-1,-1
1055,terkadang melihat prtanyaan nakal jurnalis kehalalan vaksin astrazeneca buat jengkel adehh,-1,-1,-1
1056,yak habis corona bakal marga astrazeneca marga sinovac,-1,-1,-1
1057,bapak tipu bukak tak tetiba dah penuh,-1,-1,-1
1058,curhat pentingnya vaksin dapet astrazeneca dosis tanggal mei iya demam malem sakit badan seminggu trs wfb bareng partner awal juni bali ttp gas party sampe partner juni swab hasil positif lumayan bergejala,1,-1,1
1059,udah vaksin yang udah pake sinovac astrazeneca,-1,-1,-1
1060,hilal vaksinasi nampak dengerdenger sih bakal dapet astrazeneca terus kalo gak salah vaksinya musti jakarta ahelah ngapain coba gak ahhas terdekat aja sih,-1,-1,-1
1061,bersyukur kemarin dpt kesempatan vaksin covid stl menunggu sekian ketika tahu vaksin yg disuntikkan adl vaksin dr aztrazeneca hari dr berita kematian akibat vaksin astrazeneca mediaanda tahu rasanya utk membulatkan tekad,1,-1,-1
1062,ketua umum majelis ulama indonesia provinsi jawa timur hasan mutawakkil alallah menjelaskan pendapat respons para kiai para pengasuh pondok pesantren jawa timur mengenai penggunaan vaksin astrazeneca indonesia,1,-1,1
1063,yg abis vaksin efek saya meriang panas dingin,-1,-1,-1
1064,effobgt cari astrazeneca belabelain keliling sampe tiga rumah sakit jam segini baru kelar vaksin,-1,-1,-1
1065,tengah usahaku meyakinkan istriku untuk vaksin ada berita miring efek astrazeneca,-1,1,-1
1066,kantor gue ada slot vaksin astrazeneca hahahahahaa takut,1,-1,1
1067,dokfe yg udh vaksin astrazeneca diceritain pengalamannya gimana makasiih,1,-1,1
1068,ada yg udah pake vaksin astrazeneca,-1,1,-1
1069,harap lah daftar esok vaksin astrazeneca,-1,1,1
1070,kalo vaksin astrazeneca abis udh dapet suntikan pertama mau lanjut suntikan kedua tuh gmn ya,-1,1,-1
1071,besok vaksin kayanya vaksin dipake astrazeneca mending jadi vaksin nunggu pfizer ya pfizer baru agustus tp ngeri kalo rawan pembekuan darah astrazeneca,-1,-1,-1
1072,testimoni kerabat yg vaksin ini sinovac aman gak kerasa efek ibuku ayah mertua astrazeneca linu persendian demam lemes harian teman sma yg jd guru bumn dll,1,1,-1
1073,jog yang habis vaksin utamanya astrazeneca pegel lengannya sampe hari ya huhu punyaku pegel nyeri bgt,-1,-1,-1
1074,nya regina bilang efek astrazeneca demam seminggu sm sesek napas mah kena covid efek vaksin bodoh,-1,-1,-1
1075,aduh bsk nyokap vaksin astrazeneca nih side effectnya rada ngeri deh kayaknya,-1,-1,-1
1076,yang kipi vaksinnya mensnya maju mundur jadwal gak vaksin juni astrazeneca mens juni normal juli maju hari,-1,-1,-1
1077,epa bilang coal ash hazardous wasteb saudi dubai kairo bilang vaksin astrazeneca haram yg belajar sains fikih buku bajakanfotokopian toner sepanyol begini ya,-1,-1,-1
1078,vaksin astrazeneca dosis baru minggu dosis kedua sekitar minggu,-1,1,-1
1079,kemarin siang vaksin efek vaksin astrazeneca berasanya pas bangun subuh meriang pusing badan kayak digebukin pegel banget udah pede jam vaksin ga berasa akibat takabur,-1,-1,-1
1080,habis vaksin astrazeneca efek sampingnya hari pertama kerasa meriang setengah badan kerasa keram sma sesek nafas gitu terus berlanjut sampe hari dengn kondisi membaik dri hari haritapi tetep aja sakit,-1,-1,-1
1081,salam sedikit katakata diva aa mengenai isu daftar vaksin astrazeneca hari,1,-1,1
1082,budak anti vaksin yg percaya vaksin astrazeneca tu cuba tukar nama vaksin tu jadik vaksin aniszalikha mesti ramai yg gi,-1,-1,-1
1083,hari sy mendapat undangan divaksin berkenan kawan yg divaksin berbagi pengalaman jenis vaksin reaksi tubuh masukan terutama kawan yg menerima vaksin astrazeneca tidak menutup kemungkinan vaksi yg terimakasih,1,1,1
1084,ini kalo ditanya vaksinnya dengan pd nya menjawab astrazeneca ternyata baru kusadari vaksin ku sinovac,-1,-1,-1
1085,traffic jam lama pernah tunggu pendaftaran vaksin dulu sekarang jalan,-1,-1,-1
1086,si ya guys vaksin astrazeneca alat intervensi kesehatan masyarakat saat pandemi sangat dibutuhkan guys pokoknya,1,1,1
1087,perkara memberi harapan harini selamanya vaksin bakal suami,1,-1,1
1088,tak manamana ibu menyusukan anak sudah ambil vaksin astrazeneca,-1,-1,-1
1089,pas banyak gue ga ambil skrg pas butuh ga kapan vaksin astrazeneca yaa,-1,-1,-1
1090,budak rumah sewa vaksin lusa bai yang daftar astrazeneca jadi lambat,-1,1,-1
1091,majlis fatwa ulama indonesia istihar vaksin astrazeneca haram krn mengandungi babi mcm mna tu,-1,-1,-1
1092,benar bekalan cukup akan terjadi berebut vaksin hari,1,-1,1
1093,vaksin astrazeneca mantap bener ya efeknya,1,1,1
1094,pemerintah australia mengumumkan vaksin covid buatan astrazeneca hanya disarankan orang berusia tahun atas vaksin sebelumnya diberikan mereka berusia tahun atas,-1,1,-1
1095,cerita dikit pengalamanku vaksin astrazeneca kemarin gratis bawa fotokopi ktp bolpen terharu iusia tahun ktp sidoarjo tinggal surabaya kedua daerah sudah vaksin ga masuk prioritas vaksin sby sda,1,1,-1
1096,alhamdulilah udah vaksin az kamis kmrn gw jg covid survivor efek astrazeneca gw stlh vaksin gw laper bngt dlm sehari gw makan pg stlh vaksin mulai anget anget kuku suhu nguantuk poll siangnya udah seger kembali ga minum paracetamol,1,-1,-1
1097,kaget ketika mama bang mama divaksinasi pakai vaksin gw bilang az paling sinovac kayak mbah mama engga ah mama astrazeneca tahu bisa umrah ke turki enak soalnya vaksin yang diterima,1,-1,1
1098,hii maaf bgt oot udah vaksin pakai astrazeneca aku ketuk gak dm nyaa nanya nanya,-1,-1,-1
1099,pemerintah terus melanjutkan vaksinasi astrazeneca menggunakan batch ctmav,1,1,1
1100,oh gini rasanya vaksin astrazeneca meriang bat bund sehatsehat,1,-1,-1
1101,vaksin astrazeneca efek yg kurasain alhamdulillah cepet lapar ngantuk parah,1,-1,1
1102,india salah satu produsen obat terbesar dunia mulai mengekspor vaksin covid hari rabu langkah mampu membuka jalan negara untuk mengamankan pasokan vaksin oxford astrazeneca lebih mudah disimpan,1,1,1
1103,bandung adakah vaksin astrazeneca pfizer,-1,-1,-1
1104,marah bgt pemberitahuannya vaksin yg kasih astrazeneca alias az trs pas gue dateng yg kasih sinovac,-1,1,-1
1105,yg nyari vaksin astrazeneca coba tanya orangorang wembley dpt mana,-1,-1,-1
1106,juta server sampah rakyat terpaksa mengemis untuk vaksin,-1,-1,-1
1107,misal vaksin pertama sinovac otomatis vaksin keduanya vaksin sinovac bukan astrazeneca,-1,-1,-1
1108,mau ikut vaksin mandiri astrazeneca saran gw tes darah pastikan gada disorder pengentalan darah jenis apapun yg punya kondisi benerbener keliatan prima ga berpenyakitan sekali,-1,-1,-1
1109,yg jakarta cerita katanya utk sinovac jarak suntik pertama kedua hari yg astrazeneca jaraknya bulan bisa gitu ya emang bener semua vaksin jarak suntik pertama kedua hari,1,1,1
1110,tementemen siti nanya kalian udah denger kabar vaksin astrazeneca katanya menyebabkan pembekuan darah,-1,-1,-1
1111,vaksin astrazeneca hari badan demam tinggi mata panas ngilu bagian suntikan meriang tidur kebangun bangun terus saking badan panasnya hari badan anget lidah kerasa pahit pusing badan pegel pegel ngilu bagian suntikan hari udah ga demam ngilu suntikan,-1,-1,-1
1112,sebagian masyarakat ada ragu belum paham pentingnya vaksin astrazeneca untuk mencegah penyakit menular,-1,-1,-1
1113,kalo lo dapet jatah vaksin astrazeneca lo terima nggak gue takut mati cok,-1,-1,-1
1114,bandung mendung ngobrol vaksin yuk gengs kali topiknya vaksin astrazeneca sudah familiar namanya,1,1,1
1115,pengiriman gelombang pertama juta dosis vaksin corona astrazeneca yg dibuat thailand tertunda bbrp mingguhal tsb menimbulkan prtanyaan tntang rncana distribusi vaksin astrazeneca asia tenggara yg bergantung dosis juta yg dibuat siam bioscience,-1,-1,-1
1116,disuruh daftar vaksin tp gw takut bgt woy wkwkwkkw katanya dapetnya astrazeneca,-1,-1,-1
1117,tarikh temujanji vaksin astrazeneca tukar,-1,-1,1
1118,jadi yang punya rencana haji umrah tahun sebaiknya vaksinasi menggunakan astrazeneca,-1,1,1
1119,daftar vaksin astrazeneca bts meal tak dapat hm,-1,1,-1
1120,kocak bgt emg kemaren yg minta vaksinnya pake astrazeneca gara sinovac cina skrg giliran pemerintah ud ganti astrazeneca pada takut vaksin maunya pake sinovac aja,-1,-1,-1
1121,akun ig telur corona nyata vaksin mahal vaksin jadi gratis tp china vaksin udah pake astrazeneca tp bilang meninggal udah kasus meninggal corona dibilang vaksin goreng terus goreng,-1,1,-1
1122,yuhu hari abis vaksin astrazeneca tp emak gue pulang kantor langsung gedor pintu kamar gue mo ngecek anaknya sehat kagak efeknya gue demam dikit kayak kurang tidur trus ngantuk akhirnya ketiduran jam puji tuhan ttp seger moga seger terus,1,-1,1
1123,terkini universiti oxford menguji kesan vaksin covid kanakkanak berusia tahun menggunakan vaksin ciptaannya astrazeneca bermula bulan ujian klinikal akan dilakukan atas sukarelawan,-1,1,1
1124,vaksin astrazeneca asu jg ya,-1,-1,1
1125,harap nanti vaksin pake astrazeneca biar kalo masa kita dikelompokkan berdasar jenis vaksin covid nya masih bareng terus,-1,1,1
1126,pendaftaran mendapatkan vaksin astrazeneca negeri sembilan ada,1,1,1
1127,kayaknya efek vaksin shinovac ringan dibanding astrazeneca ya hari nyokap vaksin shinovac gaada keluhan sekali gue pake az semaleman demam meriang yg shinovac vaksin nya sebulan vaksin pertama kalo az nunggu bulan,-1,-1,-1
1128,ada jam vaksin astrazeneca badan mriyang pegelpegel panas dingin kelapa yutyutan,-1,-1,-1
1129,pusing demam pegal pegal pasca vaksin hm,-1,-1,-1
1130,ayo vaksin bareng gais rsub takut bgt cok kalo dpt astrazeneca,-1,-1,-1
1131,unsr hi vaksin astrazeneca dmn ya blh dm ga tanya daftar prosedurnya,-1,-1,-1
1132,kemarin lusa habis vaksin astrazeneca trus malem nya berasa badan pegel meriang suhu badan naik banget sampe kebawa mimpi pas tidur nya paginya panas pusing dibawa minum obat paracetamol tiduran seharian alhamdulillah maghrib nya sembuh terus,-1,1,-1
1133,daftar vaksin daftar subjek kat ums,-1,-1,-1
1134,tahun selepas vaksin sara aqeela astrazeneca binti aiman haziq cikgu daniel aish sinovac bin daniel ashraf cikgu wan faliq pfizer bin wan ammar fhaiz cikgu,1,-1,-1
1135,pls butuh testimoni vaksin astrazeneca krn tkt bgt,-1,-1,1
1136,lima pertimbangan mui mengizinkan vaksinasi covid menggunakan astrazeneca vaksin haram mengandung babi terutama krn situasi yg mendesak,-1,-1,-1
1137,tahniah mereka telah mendapat slot untuk suntikan vaksin oxfordastrazeneca,1,-1,1
1138,ntar pas wayahe vaksinkayaknya yg tanya coronavac astrazeneca,-1,1,-1
1139,vaksin dapat orang tua habis namanya ditukar pfizer pretzel astrazeneca astravagenza,-1,-1,-1
1140,pemerintah memutuskan menunda penggunaan astrazeneca vaksin covid ini ditegaskan budi gunadi sadikin menteri kesehatan beberapa negara eropa menghentikan penggunaan vaksin astrazeneca diduga menyebabkan gangguan darah,-1,1,-1
1141,susah susah ngeyakinin ibuk vaksin tiba tiba yg bilang vaksin pake astrazeneca bahayaa uasuu bajingan,-1,-1,-1
1142,vial vaksin astrazeneca dosis tiba jatim pagi juru bicara satgas percepatan penanganan covid jatim dr makhyan jibril mengatakan vaksin langsung disalurkan sejumlah kabupaten kota,1,-1,1
1143,jam vaksin rasanya pegel badan kayak abis balik tour jogja hahaha laper banget rasanya yang bikin gaenak ngantuk nanggung tidur gabisa merem,-1,1,-1
1144,syukurlah org karyawanku sudah vaksin dg astrazeneca gratis,1,1,1
1145,pagi ramai soal vaksin covid astrazeneca diduga menyebabkan pembekuan darah alhasil sejumlah negara eropa menangguhkan pemakaian vaksin bagaimana indonesia apakah benar astrazeneca menyebabkan pembekuan darah jawaban,-1,-1,-1
1146,baby izzatti dah cucuk vaksin tak tukar nama ig vaccine astrazeneca fighter kepala bana,-1,-1,-1
1147,mikir vaksin namanya covid seberapa efektifitasnya bakal diakui ga sama luar negeri eh astrazeneca beritanya,-1,-1,-1
1148,vaksin astrazeneca yg baru dateng indo kedaluwarsa akhir mei indo impor jt ton beras di bulog rb ton beras gak kepake itu mending pemerintah bikin vaksinasi ma al deh ntar berhadiah beras gratis nasi goreng gt kek,-1,1,1
1149,harini mak dah selamat cucuk vaksin pfizerkau saba jap tunggu turn masuk astrazeneca lak jam mutants war,-1,-1,-1
1150,salam yb cc berpendapat bahawa vaksin astrazeneca az perlu dimasukkan ke pick boleh lihat permintaan tinggi harini dgn kes harian semakin meningkat rakyat kisah vaksin mereka janji cepat pantas,1,-1,1
1151,sabda kamu sok takut khawatir mendengar berita vaksin astrazeneca untuk dibawah th miras rokok untuk kamu amah smp,-1,1,-1
1152,astrazeneca ga tuh vaksin nya yg dr pemerintah,-1,-1,-1
1153,yang membuat tempahan janji temu vaksinasi astrazeneca mei tarikh janji temu akan dilihat mulai hari mei sila semak mysejahtera nanti perlu membuat tempahan lagi terima kasih,1,1,1
1154,vaksin pfizer sm astrazeneca katanya ampuh lawan corona varian delta sm kappa trus gua vaksinnya sinovac panic bgt,1,1,-1
1155,gak gitu ngevlog hari vaksin astrazeneca gua pengen tau gimana efek vaksinnya asli ngeri sampe skrng,-1,-1,1
1156,korea selatan melanjutkan vaksinasi astrazeneca usia tahun keatas,-1,-1,-1
1157,mo cerita pengalaman abis vaksin astrazeneca jam stlh vaksin berasa lemes bgt kaya ga daya tulang sendi rasanya nyeri kaya melayang gt kaki tangan ku rasanya mulai pusing tp langsung minum paracetamol yg dikasih pas vaksin puji tuhan ga demam ga meriang,-1,-1,-1
1158,yrl kalo vaksin mending sinovac astrazeneca mau vaksin bingung bgt karna berita simpang siur soal kedua vaksin,-1,1,-1
1159,mana laa orang boleh jadi volunteer pusat vaksin lepas tu palatao kad vaksin astrazeneca tarikh untuk dos kedua,-1,1,-1
1160,vaksin astrazeneca disuntik bercanda namanya jadi astrajenaka yha,-1,-1,-1
1161,di teyvat adventurers guild ngadain vaksinasi mottonya jadi ad astrazeneca aby osque,1,-1,1
1162,mendengar pengumuman menkes kemungkinan kelangkaan stok vaksin astrazeneca pasca embargo india sasaran mulai ragu menerima vaksin astrazeneca takut sulit mendapatkan suntikan kedua semoga pemerintah memperhatikan ini,1,1,1
1163,kantor gw vaksin gratis keluarga pegawai tau gitu nyokap gw vaksin aja tau dpt astrazeneca,1,1,1
1164,sinovac kek astrazeneca kek astra honda motor kek pokoknya yg udh kesempatan vaksin lah kelen ambil wahai rekanrekanku,1,1,1
1165,yang udah vaksin trs pake astrazeneca ga yaa deg degan karna reputasinya wkwk,-1,-1,1
1166,gering penawar penawar gering,-1,-1,-1
1167,untung smua kluarga udah vaksin tinggal gue aja vaksin dua astrazeneca emg jauh jg ya jaraknya smpe bulanan,-1,-1,-1
1168,okay serious question kita dah cucuk vaccine astrazeneca sbg contoh lg kita ambil vaksin pfizer sinovac sekadar pertanyaan curious,-1,-1,-1
1169,alhamdulillah setel daftar vaksin lokasi wtc kl semoga lulus untuk umrah haji tahun dan tahun hadapan ameen ya robbal alameen,1,1,1
1170,kalo disuruh pilih astrazeneca vaksin nusantara pilih,1,-1,1
1171,side effect vaksin astrazeneca benerbener luar demiapapun nyerah gue sakit dimanamana nih badan,-1,-1,-1
1172,mimpi ambil vaksin astrazeneca semalam ke mimpi terbawanya,-1,-1,-1
1173,bahagian regulatori farmasi negara npra meluluskan sinovac untuk digunakan bawah nip vaksin yang turut diluluskan ini pfizerbiontech astrazeneca,1,-1,-1
1174,virus menyebar udara jadi kalo luas permukaan bumi jt km dikaliin aja harga vaksin astrazeneca rb terus negara patungan disiremin dah seluruh udara dunia beres kayanya mah urusan soal covid kayanya ya haha,-1,1,-1
1175,taiwan heboh abis vaksin astrazeneca badan kaya magnet tempelin sendokgarpu tutup panci nempel,-1,1,-1
1176,jadi penasaran liat perkembangan vaksin astrazeneca apalagi mengingat vaksin sudah tiba indonesia beberapa hari lalu akan dipakai,-1,-1,1
1177,bener bener minggu vaksin pake astrazeneca tahap bareng ibuk posisinya aku halangan ibu kurang fit karena udah terjadwal jadi bismillah aja,1,-1,1
1178,abis vaksin rsud mampang prapatan kirain dapet astrazeneca ternyata dapet vaksin sinovac,-1,-1,-1
1179,apa vaksin astrazeneca,-1,-1,-1
1180,vaksin astrazeneca belom nyampe solo ya,-1,-1,-1
1181,minggu vaksin astrazeneca efek sampingnya lebih ingin ngopi gresek wes suwi bgt sampe lali dalan nang warkop,-1,-1,-1
1182,heboh prank vaksin janjinya astrazeneca dapet vaksin nusantara cuak pt,-1,-1,1
1183,abis vaksin astrazeneca efek orang bedabeda ya tetangga gw yg mual demam muntahmuntah dll,-1,-1,-1
1184,yang udah vaksin pake sinovac astrazeneca,1,-1,1
1185,dapet jadwal vaksin besok pas dibilang vaksinnya pake astrazeneca langsung kena mental anjir,-1,-1,-1
1186,udah mulai vaksinasi rw pengen langsung ikutan semalem gak tidur sampe subuh besok pagi insyaallah nanya yg udah divaksin pakenya astrazeneca,-1,-1,1
1187,susah mengakui cinta si yang susah mengakui manusia untuk daftar vaksin,-1,-1,-1
1188,disuruh vaksin ma kantor pakenya astrazeneca gamau ah takut,-1,-1,-1
1189,yg udah vaksin dapetnya yg vaksin astrazeneca,1,1,-1
1190,tanya deh waktu pelayanan publik petugas medis dikasih vaksin sinovac giliran utk pemerintah dikasih astrazeneca yg efek sampingnya,-1,1,1
1191,alhamdulillah dah temujanji kedua untuk vaksin oxfordastrazeneca,1,1,1
1192,twitter kabarnya ya gw gabut bgt asli sharing ah soal pengalaman gw vaksin pake astrazeneca yg baru hari gw jalanin,1,1,-1
1193,vaksin astrazeneca badan mulai mengalami reaksi sistemik aka demam,-1,-1,-1
1194,denmark menghentikan penggunaan vaksin covid astrazeneca dua pekan usai sejumlah laporan terkait kasus penggumpalan darah,-1,-1,-1
1195,astrazeneca dikembangkan platform vektor adenovirus klo sinovac menggunakan platform inactivated efek stlah vaksin berat tp klo sinovac ringan klo ga kuat badan merah bintik mbamiftah,1,-1,-1
1196,gue pengen vaksin pakai astrazeneca takut blood clot gue suntik vaksin melakukan platelet count blood tests untuk jagajaga kemungkinan blood clot cara berpikir sudah tepat,-1,-1,-1
1197,niat untuk vaksin berubah bingung memilih sinovac astrazeneca,-1,1,-1
1198,sudah kurang jam saya suntik vaksin astrazeneca belum merasakan side effect apapun normal sahabat,-1,-1,-1
1199,untuk yang vaksin misalkan dapet astrazeneca gue kasih saran misalkan nanti efek samping si astrazeneca saran gue tetep istirahat setelah sembuh ya langsung ngerjain pekerjaan berat,-1,-1,1
1200,yg dah vaksin astrazeneca ga sideeffect nya ga sharing,-1,-1,-1
1201,besok jadwal vaksin pakek astrazeneca katanya efek sampingnya demam dll yang uda vaksin pakek astrazeneca share donk efek samping vaksin,-1,-1,-1
1202,vaksin astrazeneca agak nyos ya efeknya gw,-1,-1,-1
1203,efek samping vaksin astrazeneca bener bikin drop bgt si badan sy tumben rasain lemes meriang ngilu sebegininya seumur idup,-1,-1,-1
1204,vaksin astrazeneca jd takut,-1,-1,-1
1205,ada negara vaksin covid berbayar astrazeneca,-1,1,-1
1206,gue vaksin ga ya takut bgt sama astrazeneca,-1,-1,-1
1207,ada yg dh vaksin astrazeneca tahap,-1,-1,-1
1208,dapet jadwal vaksin rs ternyata dapetnya vaksin astrazeneca auto gak jadi vaksin,-1,-1,-1
1209,efek samping vaksin astrazeneca benerbener mantap,-1,1,1
1210,astrazeneca sesuai kalau orang hyperthyroid sedang medication untuk ambil vaksin atau tunggu masa lebih sesuai baru ambil vaksin,-1,1,1
1211,beginilah sukarnya rakyat perlu berebut untuk tempah slot vaksin jangan terkejut ramai mak cik pak cik menghidu wap bunga cengkih dapur rumah,-1,-1,-1
1212,abis vaksin astrazeneca cerita ttg efek sampingnya anjing banget,-1,-1,-1
1213,yang abis vaksin astrazeneca dan gak merasakan efek samping gak gw gak ngerasain yaa,-1,-1,1
1214,menzahirkan kebimbangan atas ketidakcekapan menguruskan proses pendaftaran vaksinasi astrazeneca setakat merupakan kali ketiga,-1,1,-1
1215,thank god dapet vaksin astrazeneca huh,1,-1,1
1216,vaksin yg pake astrazeneca dmn ya kebanyakan pake sinovac kalo milih pengennya astrazeneca,-1,-1,1
1217,jam pasca vaksin astrazeneca suhu kondisi badan terpantau normal,1,-1,1
1218,mulai vaksin astrazeneca mandali yak,-1,-1,1
1219,kiai santri ponpes lirboyo para pengurus nu pwnu mendapatkan vaksinasi menggunakan vaksin astrazeneca,1,1,1
1220,semarang vaksin astrazeneca dimana yaa,-1,-1,1
1221,finally dah vaksin astrazeneca skrg ngantuk,-1,-1,-1
1222,vaksin mula diedar hari,-1,-1,-1
1223,astrazeneca sinovac jadi pertanyaan piala eropa bergulir contoh hungaria vs portugal kapasitas stadion nonton negara masih sibuk vaksin,1,-1,-1
1224,jumpa lg tweet orang yg berjaya daftar vaksin harini,1,1,1
1225,penonton silverstone awal race penghormatan untuk tim medis ilmuwan yg mengatasi covid berkat kerjasama pemerintah warga juga prof sarah gilbesang penemu astrazeneca,1,1,1
1226,masih faham ada negeri dapat negeri covid merebak parents nenek dah penat tunggu vaccine mysejahtera entah tu,-1,-1,-1
