,tweet,bert_predict,lstm_predict,bert_lstm_predict
1812,gila gue menanti buat semarang udh ngga kesana masa gagal pertama ngajak temen gajadi corona,-1,-1,-1
1813,covid hanya mematikan manusia mematikan rasa kemanusiaan hy di luar yang berkecukupan berlimpah harta lihat rakyat yang sulit untuk mencari nafkah tidak rasa kemanusiaan untuk kami yang kesulitan,-1,-1,-1
1814,thai tu protes vaksin yg thai berguna pake sinovac ngga si ttp vaksin atau pengen nya vaksin yg bagus ngga vaksin,-1,1,-1
1815,bundir terserah tapi saran baik jalanin aja terus hidup kamu gagal ptn kalo emang mati mati mamahmu kaget anaknya gak lulus ptn meninggal covid ya udah takdir gimana,-1,-1,-1
1816,si opung minta maaf dipuji gagal menangani covid mundur jd ketua penanganan covid menteri,-1,-1,-1
1817,zaman semakin maju intelektual muda menjamur memahami covid gagal menjadi penghalang petinggi untuk menertibkan memahamkan kaum awam kehadiran covid dianggap virus bohongan apa sebenernya para mahasiswa utamanya,-1,-1,-1
1818,jadi orang meninggal covid mereka gagal penanganan penyakitnya karena efek covid rs penuh,-1,-1,-1
1819,bima arya gua pingin terdengar berita baru corona pergi korupsi hukum mati yg ulama ulama ulama masuk bui sejarah cerita ulama merugikan negri yg ada bersama membangun negri,-1,-1,-1
1820,bangkrut ujungujungnya isu covid mau ambruk yg disalahkan covid semuanya gagal ditutupi kasus covid lama menghilang tiba muncul ngurusin covid sudah orang bilang mundur apa susahnya sih mundurlah botol,-1,-1,-1
1821,pemain bola gagal bela timnas gara cedera nambah gara covid,-1,1,-1
1822,virus paling mematikan bukan virus corona virus pesimisme bad suggestion diri selamat pagi dunia,-1,-1,-1
1823,dasar rakus gagal segala sektor mau mundur ingin selamatkan rakyat pecatin pejabat yg kinerjanya gagal ganti ama org baru pulang kampung aja taonkmi menunggu prestasimu mengatasi covid mana hasilnya ekonomi remukcovid gk kelar,-1,-1,-1
1824,kalo sampe vaksin garagara urus skck berrti gagal jadi temennya leon alice,-1,1,-1
1825,semoga yg demo tgl juni besok terserang covid jenis baru mematikan selesai daah gitu doank,-1,1,-1
1826,ya allah sodara yg kena covid terus isoman rumah weh disuruh vaksin kagak afa yg datang termsuk nnk gue yg rugi teh saha ya semua lagi cuaca gini duh,-1,-1,-1
1827,ekonomi gagal meroket krn corona meningkat presiden karo anak buahe podo mawon ngedabrus kabeh hahaha,-1,1,-1
1828,gagal nge mie ayam lg gegara dokter gw covid wakakakak emg kg makan mie enak keanya ya bund,-1,1,-1
1829,ortu gagal vaksin gegara tensinya tinggi ga turun tante udah vaksin az umurnya udah gak efek samping alhamdulillah,-1,-1,-1
1830,covid kes baharu hari kes kumulatif kp kesihatan tahniah dah da hujung bulan mesti mencapai kejayaan syabas teruskan kaedah kawalan gagal boleh berjaya catat akhir bulan julai,1,1,1
1831,tiada pergerakan keluar masuk negeri gagal capai populasinya divaksinasi kempen patut mendorong untuk hadir untuk vaksinasi pengaruhi orang ibubapasaudara mara kampung untuk menjalani vaksinasi,-1,1,-1
1832,covid sebenernya sekedar bisnis kesehatan terlalu gembor mematikan mah,-1,1,-1
1833,presiden jokowi mengatakan tidak perlu khawatir varian virus corona terbaru berasal inggris belum penelitiam menyatakan varian mematikan hmkok kayak dejavu setahun lalu ya omongannya,-1,-1,-1
1834,org tolol yang bikin paspopas feb terus pas maret nya kabar corona parah parahnya gagal spore malay,-1,-1,-1
1835,hr libur corona uang saku sialan rugi nii,-1,-1,-1
1836,gagal vaksinlt,-1,1,-1
1837,tunggu apalahi rakyat kelaparan pengangguran miskin ekonomi ancor corona tdk diatasi tdk bs mengkontrol aparatur negara menyerahlah sudah gagal pak,-1,-1,-1
1838,bilang pemerintah ndak becus negara menuju gagal menangani pandemi covid suruh jadi presiden aja seminggu test mrk menangani masalah seberat jangan bacot nyinyir aja nyinyir beda jauh kritis setuju ndak buya,-1,-1,-1
1839,bangke gagal ice skating gegara tetangga dpan rmh sekeluarga positive covid,-1,1,-1
1840,damagenya rendah dibanding bo besar covid ttp sulit dikalahkan para minions nya sering spamming spell confuse spell buff defense para healer kerap gagal gara,-1,-1,-1
1841,waktu nonton tipi bareng beliau cerita di dusun para lansia divaksin covid proteksi kalangan senior memang rentan beliau tanya serius benar aman malah mematikan ujarnya bergidik,-1,1,-1
1842,covid ga mematikan manusia juga kemanusiaan om ded,-1,-1,-1
1843,oh covid indo kirain udah gak soalnya liat orang biasa aja kek gak ada virus mematikan nyerang bumi,-1,-1,-1
1844,allah gue cape liat kasus corona ngelonjak terus ayo taat prokes jgn egois gue jg pgn sekolah gue ngejar masa gue tlg yaa tlg bgt kerjasama nya yg rugi bkn cuman lu,-1,-1,-1
1845,menolak vaksin berbayar berarti menjadi kadrun tolong di generalisir hanya khawatir ada permainan oknum nakal yg mengganti kemasan gratis menjadi berbayar kasus pupuk bersubsidi yg terbukti merugikan petani waspada pak,-1,1,-1
1846,berapa rencanamu gagal corona,-1,-1,-1
1847,jarang membaca sekalinya membaca utas konspirasi santai hiperaktif share grup wa tema elite global covid bohong pemerintah gagal vaksin memperkaya elit sayangnya nemu ayat ruqyah untuk kerasukan konspirasi,-1,1,-1
1848,influencer ngajarin cara sembuh covid influencer ngeliatin hasil trading saham orang awam ngikutin rugisalah udah jelas bukan ahli bidang diomongin dijadikan sumber utama riset yang dari berbagai sumber ikut ikutan,-1,-1,-1
1849,covid mematikan menakutkan membingungkan,-1,-1,-1
1850,sejumlah politikus partai oposisi india mengkritik pemerintah uncle modi di anggap gagal menangani kasus covid sekarang semakin bertambah parah tersebutpolitikus senior partai konggres india mengkritik uncle modi gagal menangani covid,-1,-1,-1
1851,ya gw jg sadar ikn baru proyek setahun dua tahun jadi corona tp baru mulai trus jatuh bangun dikatain gagal dr yg unameny ada tulisan jkt bikin salty,-1,-1,-1
1852,virus isis lebih mematikan lebih menghancurkan virus corona,-1,-1,-1
1853,tutup mata tutup telinga terkait covid harus siap untuk tutup usia kawal terus penangan kebijakan kebijakan baik ikut bantu tidak baik merugikan kita kasih solusi kritik buntu masyarakat bantu masyarakat kita semua masyarakat,1,1,1
1854,org sdg sakit covid dg gejala krn sdh dirawat rs sakit wkt dinas jkt asal bdg eh sm kelgnya jemput utk plg bdg katanya utk dirawat rumah gagal paham bgt sm klg org antre pengen msk rs eh memaksakan plg dr rs,-1,-1,-1
1855,idul adha bakalan gagal pulang kampung nih corona kelar sih,-1,1,-1
1856,pak pak dgn kebijakan mematikan lampu penerangan jalan menonaktifkan traffiic light sepanjang jalan utama tidak bahaya drpd penularan virus corona tdk rakyatmu kerja dikantor yg bs pulang rmh sblm matahari terbenam,-1,-1,-1
1857,disaat skrg tu gk perlu lg berdebat soal covid km percaya ya jaga kesehatan ikutin aturan aja km gak percaya ya diem aja gk perlu menjelekkan atw memprovokasi yg penting gak merugikan yg pilihan dikita yg penting paham atas pilihan kita,1,1,1
1858,hari gagal vaksin kayanya emang semesta gak rela kalo tubuh disisipi microchip micro sd micro influencer malem minggu micro micro micro,-1,-1,-1
1859,dugaan rs mengcovidkan pasien aja nuduh nggak biasa karena dibuktikan masalahnya klaim biaya penanganan pasien covid bakal diverifikasi kemenkes niat nggak rugi heran deh,-1,-1,-1
1860,yg ditandingin bola aja vaksin vaksin saja baik vaksin tetaplah hidup walaupunn tidak berguna guys,-1,-1,-1
1861,udah antusias banget di vaksin dpt kabar untuk jadwal di kirimkan via whatsapp hrd ya terus kemarin lu share jadwal vaksin bambang kyk udah siap banget gagal,1,1,1
1862,udah rencana liburan jauhjauh hari tau covid menggila kepikiran pasien auto gagal liburan,-1,1,-1
1863,gk yg diharapkan rezim ekonomi hancur utang menumpuk korupsi meraja lela covid gagal ditangani,-1,1,-1
1864,hari gagal vaksin kuota habis besok coba,-1,-1,-1
1865,noid mematikan rasa kemanusiaan gara gara covid nihh,-1,-1,-1
1866,hmm ya kali rencana liburan jakarta mesti gagal gegara angka covid naik yg pertama waktu akhir tahun kemarin kedua huhuhu yah emang bener sih gagal orang keluargaku yg sana jg positif,-1,1,-1
1867,mama papaku positif covid lg sakit gagal ginjal minta doanya guys ak sedih bgt,-1,-1,-1
1868,libur corona hari uang jajan ribu bangke rugi semoga mulai semester masuk lumayan sisa tahun,-1,1,-1
1869,pengumuman yg dibuat esok utk ketatkan pkp skrg pkp pagar karat tiada tembok darurat kesihatan keduanya gagal dlm mengurangkan kes covid negara,-1,-1,-1
1870,abis vaksin suka gak bekas suntikannya bener artinya gagal divaksin udah baca gak puas jawabanny hmm,-1,1,-1
1871,kasus covid meningkat drastis negara gagal menyediakan oksigen orang yg meninggal kehabisan oksigen kegagalan negara melindungi rakyatnya,-1,1,-1
1872,baru berasa pushing ugha dipiking sekeluarga positif covid yg melanggar ranglaen yg rugi keluarga gua emang bangsat,-1,1,-1
1873,guys yg emg ngrasa badan kurang fit punya keluhan yg identik bgt sm covid mndg ngmg deh lgsg ga masuk kerja krna kalian maksain tu rugi didiri tp rugi orang juga,-1,-1,-1
1874,rsud cengkareng anak muda meninggal covid komorbid jadi covid mematikan tidak jawab hati aja gak usah ribut urusan aja,-1,-1,-1
1875,gagal membendung penularan covid dahulunya kita hebat kes tinggi tahun terperap dirumah hasilnya tiada kes tetap meningkat maksudnya adakah pendekatan kkm tepat,-1,1,-1
1876,tahun utk yg kedua kalinya gagal lebaran bppn tahun oke ya masuk akal corona panas nya tahun,-1,1,-1
1877,sadar gasih sepuluh tahun kedepan bahkan seratus tahun kedepan pandemic covid akan menjadi sejarah wabah penyakit mematikan terbesar pernah dialami umat manusia terutama indonesia,-1,-1,-1
1878,hari kakak sepupu gue meninggal covid almarhum gagal ginjal udah berbulanbulan nunggu donor hari dpt kabar kena covid anakanaknya kecil kena jadi imagine skrg anaknya gabisa ketemu bapaknya krn isoman,-1,-1,-1
1879,yang gagal vaksin karenandredeg degdegan liat proses injeksinya ngantri ok pas mulai skrining degdegan angka pas tensi diatas ratarata gagal deh vaksin,-1,1,-1
1880,ekonomi gagal krna covid ekonomi gagal ya pemerintah gagal urus ekonomu nasional yg istimewakan kaum oligarchie lupa urus rakyatperlu pemerintah baru cinta ulama cinta rakyat nkri,-1,-1,-1
1881,aku gagal untuk lawan covid belum berjaya cuma belum berjaya kita tersekat menteri tak pedulikan rakyat,-1,-1,-1
1882,libur corona hari uang jajan anying rugi byk gua,-1,1,-1
1883,covid bukan mematikan manusia covid mematikan kemanusiaan master corbuzier wyu,-1,-1,-1
1884,rasa isu rakyat gagal menempah vaksin hari tak perlu dijadikan bahan gelak orang ramai mereka telah lengkap menerima dua dos hal serius rasa cemas keadaan ada keluarga anak bini perlu hadapi sebarang kemungkinan,-1,-1,-1
1885,hajinya gagal bilangnya katanya indonesia negara yg kurang tanggap covid,-1,-1,-1
1886,hari gagal donor darah rutin kata pmi selesaikan vaksin dosis kedua dua minggu itu baru donor duh sebulan dong,-1,1,-1
1887,udah ngerasa demam covid nih dah seneng ajaa libur minggu wisma athlete fokus diet yah pas swab negatif gagal degh wkkwkw,1,-1,1
1888,angka harian dijangkiti covid masuk akal kata netizen kkm menipu jumlah jangkitan harian mendidik masyarakat patuhi sop tidak membenarkan rentas negeri pulang kampung kata satu formula gagal,-1,-1,-1
1889,knp corona naik lgi gk kaya luar negeri luar negeri corona merugikan di indonesia menguntungkan beberapa orang hahaha,1,1,1
1890,yg tahun janjian nonton pacarnya gagal gara corona kemana tuh udah tayang,-1,1,-1
1891,kamu mmg kebal bah pigila jgn nnti covid naik jgn bising ok kitabikut ckp govt rasanya nda salah rugi,-1,-1,-1
1892,minggu udh siap ke bandung tp karna covid tinggi ya dipastikan gagal maning liburan panjang ku udah ketebak bakal dihabiskan dgn nuntun rebahan,-1,1,-1
1893,pendukung jokowi memberi sebutan kampret pendukung oposisi kog kebetulan rezim terjadi tersebar wabah mematikan virus covid yg bersumber hewan kampretskrg menyebut kadal gurun bakal muncul virus kadal jg,-1,-1,-1
1894,gagal mudik mergo covid tiket larang bo,-1,1,-1
1895,pengghibah pemfitnah menuai bala jatuh sakit ambruk kena covid meninggal yang kecelakaan yang rugi besar minta maaflah secara langsung yang bersangkutan jadi yang dighibahi difitnah orang yang disayang allah,-1,-1,-1
1896,covid tidak mematikan manusia juga mematikan rasa kemanusiaan deddy corbuzier,-1,-1,1
1897,angka kesembuhan covid gak jadi patokan keberhasilan pemerintah tangani pandemi kalo angkanya tinggi berarti sakit lebih yang gagal diselamatkan banyak aneh,-1,-1,-1
1898,covid selain mematikan menyerang mental cm mentalmu tp mental keluargamu org percaya covid terbukti pakai masker tp lu kena covid dijauhi minta tolong semudah kesel aja ada yg ngeremehin covid ngomong gampang gw udah ngerasain,-1,-1,-1
1899,hindarilah corona teruskanlah hidup tidak berguna,-1,-1,-1
1900,gagal vaksin tudey,-1,1,-1
1901,temen ngabarin kalo dosbing kena covid sejauh udah temanku yg gagal bimbingan yaallah lindungi dosbing soalnya kalo ngadat juga ga lulus,-1,-1,-1
1902,alhamdulillah psbb diperpanjang lebih lagi menjadi manusia tidak berguna,1,-1,-1
1903,menurutku keadaan kek gini saatnya salah salahan yg satu nyalahin pemerintah karna gagal nangani covid yg satu nyalahin masyarakat karna ga patuh sm kebijakan pemerintah,-1,-1,-1
1904,covid tidak mematikan manusia mematikan rasa kemanusiaan podcastdc,-1,-1,1
1905,bill gates tahun yg menciptakan virus flu babi virus flu burung yg ke dua virus itu gagal ibu siti fadilah supari virus corona muncul ibu siti fadilah supari bungkam di dalam jeruji,-1,-1,-1
1906,ps gagal ginjal terdeteksi positif covid org heboh blg rs mengcovidkan ps sakit ginjal kemarin ps sakit jantung terdeteksi positif dbd ga yg heboh blg rs mengdbdkan ps,-1,-1,-1
1907,covid varian baru lohnamanya delta covid upgrade fitur lebih mematikan versi,1,1,1
1908,bentar rina nose bikin vaksin dibimbing si anu si anu si anu eksperimennya divideokan untuk keperluan dokumentasi konten gagal minimal berkontribusi engagement akunnya nusa bangsa,-1,-1,-1
1909,cerita pagi ada mulut tetangga yg bilang gak jualan ah sebelah kena covid pd takut lg beli dagangan padahal ya nyatanya tuh td pagi yg nyariin pengen beli dagangan sukur mulutnya gak dijaga sih jd rugi,-1,-1,-1
1910,udah kaget nyaris gagal vaksin ya hm alhamdulillah ku melalui proses observasi ajak ngobrol tensi yuk naik yuk masa udah jauh gajadi vaksin,-1,1,-1
1911,semoga besok tensi darah normal soalnya gamau gagal vaksin ribet ngulang tuh takutnya udah ngantri panjang eh ga jadi tetep kerja,-1,1,-1
1912,india menteri mundur gagal menanggulangi virus china di negri gemah ripah loh jinawi dipimpin cak jancuk berlombalomba untuk korupsi dana covid berbagai modus pengadaan proyek penanggulangan virus china kontol banget gitu,-1,-1,-1
1913,covid gak mematikan mematikan rasa kemanusiaan,-1,-1,-1
1914,gagal vaksin krn tensi rendahh,-1,1,-1
1915,dok asa bahas covid dong gw jawab uda bahas uda paham kan uda ampir tahun yg memahami uda paham yang menolak untuk paham sengaja gagal paham uda ga diubah,-1,-1,-1
1916,kesalahan perusahaan karyawannya yg covid ya ga tutup kantornya jdi virus nyebar kemanamana jd karyawan yg buat nambah rugi perusahaan ya ga sih,-1,-1,-1
1917,tekumpul bola dragon ball eh gagal gara covid,-1,1,-1
1918,dana haji dikunyah untuk infrastruktur musim haji tiba bisa dipakai bayar arab saudi sudah nabung bertahun gagal pergi haji malah planga plongo alasan covid,-1,-1,-1
1919,update pasca vaksin astrazeneca badan udah gak demam pusing keliyengan mual makan yg bikin hari gagal ngantor adalah keliyengannya alhasil pak suami memberi titah utk balik kamar tidor,-1,1,-1
1920,virus corona yg nyata dan dibuktikan keberadaanya ga percaya jelas daya rusaknya tubuh manusia mematikan eh babi kopet warga yg religius percaya cuma tipuan ustadz adam ibrahim semata ind th,-1,-1,-1
1921,ekonomi gagal tumbuh kuartal kedua covid makin gila dana bansos pendidikan umkm dll tepat sasaran kpk indikasi dilemahkan minta periode negara dikelola usaha dagang sapi dealdealnya bawah sarung,-1,1,-1
1922,problem halus dunia pervaksinan ibuibu anaknya ngga yg jagain artinya gagal vaksin,-1,1,-1
1923,emang satusatu nya sisi positif covid cuma wfh sisanya menghambat merugikan hal,1,1,-1
1924,saudara sepupu yg baru lulus sma mempertanyakan udah vaksin tetep kena covid mbak kaya nya saya gagal jadi kakak ya,-1,-1,-1
1925,tensi tinggi gagal vaksin,-1,1,-1
1926,sungguh terharu bapak nakes salah satu rs bolak balik puskes pengen vaksin gagal terus tensi nya tinggi berhasil vaksin ya pak,1,1,1
1927,gagal rakyat sejahtera minta maaf sdh ribuan korban meninggal karna covid aja gak logika yakin mrk cinta rakyat gw sih gak yakin mrk cinta jabatan keluarga kroni kekuasaannya aja,-1,-1,-1
1928,rencana harus gagal covid,-1,1,-1
1929,udah divaksin bisa kena covid gagal vaksinnya goblok,-1,-1,-1
1930,cuti gagal balik sangatta cinta covid,-1,1,-1
1931,semager diajakin keluar sekedar ngopi huhu kombinasi parno covid patah hati gagal liburan kali ya,-1,1,-1
1932,bulan ak merayakan lepasnya behel gagal gara gara corona,-1,1,-1
1933,udah bagus bagu yaa igd tutup harii kemaren hari di buka cuy karna ruangan iso covid buka baru anjer banyak lagii ruangan poli umum di buka pasien obg anjir bener bener punya rs gamau rugi dngan nutup igd capek bun,1,-1,-1
1934,uda belain bangun subuh eh gagal vaksin wkwkwk aseem,-1,1,-1
1935,wml hari vaksin berhasil dri kmrin gagal trs,-1,1,1
1936,peribahasa sunda jalma keur tikusruk mah jukut gen dipuntangan bumn rugi cara dilakuin nambal bocor sanasini pajak iniitu cabut subsidi eh jualan vaksin jg yg bikin rusak siaparakyat terus yg kena imbasnya kepikiran jalan yg pintar,-1,-1,-1
1937,kedua kalinya gagal vaksin,-1,1,-1
1938,covid virus menular tidak mematikan mematikan dbd malaria dibanding covid,-1,-1,-1
1939,besok pengen puasa kamis katanya vaksin gagal puasa benar ga,-1,-1,-1
1940,bukan masanya beradu argumen covid atau tiada begitu harusnya terjadi setahun masyarakat terbukti gagal memahami covid jamannya rewardpunishment pakarpakar udah bekerja membuat rumusannya,-1,-1,-1
1941,pemerintah harus punya rencna cadangan ppkm tanggal sukses menurunkan angka covid lagi gagal ppkm rakyat di salahkan,-1,1,1
1942,mudah yg nyiptain corona diakhirat diazab berkali lipatkarna udh merugikan byk org,-1,1,-1
1943,dalam tubuh individu imunitas alamiah vaksinasi covid secara masal dipertanggung jawab secara benaramanmenurut medis efek jangka panjang nyajika vaksin yg masuk dlm tubuh manusia gagal cobalah epidemiologi bicara jujur,-1,-1,-1
1944,gagal menangani pandemi covid ditunjuk kembali untuk nangani pandemi akalnya dimana,-1,1,-1
1945,juli tahun semoga beneran jadi awal yg baik hari gagal ketemu kantor gara org yg covid berarti mesti nambah sabar buat keluar zona nyaman,1,1,1
1946,dibilang gagal karena vaksin gotong royong bayar sih kenapa ada vaksin gotong royong pertegas hukumandenda pelanggar prokes jadi dapet pnbp dana untuk beli vaksin,-1,-1,-1
1947,vaksin front liners sebab vaksin tu gagal besar masalah vaksinkan orang politik kalau gagal vaksin tu kurang masalah,-1,-1,-1
1948,negeri cina perekonomian meningkat adanya virus katanya mematikan corona cina bebas corona sampai satu tahun dinegeri mau tahun corona bersemedi,-1,-1,-1
1949,libur corona udah hari hari minggu jt rugi ini anjg,-1,-1,-1
1950,ancaman infeksi covid mematikan hanya mereka terinfeksi telah meningkatkan faktor bunuh secara global sistem islam menangani persoalan,-1,-1,-1
1951,takut keluar gue gamau gagal vaksin gegara positif,-1,-1,-1
1952,ada yg bilang berguna untuk memutus rantai covid coba hari dirumah untuk rasa empati untuk humanity tenaga medis pasien suspect covid barangkali tuhan melihat usaha,1,1,1
1953,rezim gagal mengantisipasi merebaknya virus covid salahkan rakyat pemerintah punya instrumen untuk mencegah virus menyebar mematikan lihat tka china yg bebas masukapa yakin meraka membawa virus,-1,-1,-1
1954,gagal vaksin hari guise antrian ngaco rame banget,-1,1,-1
1955,akhir agak malas baca berita isi berita nya bnyk kabar gk bgs nya bumn rugi truk ilang utang ln membengkak vaksin nusantara stimulus blm berdampak perombakan kementrian dll jadi lbh nonton youtube aja,-1,-1,-1
1956,gagal vaksin mergo doktere padune meh ketemu neh,-1,1,-1
1957,corona hilang bulan februari bukan adanya vaksin dengan syarat munculnya kesadaran masyarakat secara serentak untuk mematikan televisi tak menghidupkannya,-1,-1,-1
1958,yaah gagal dondar deh abis vaksin kudu minggu baru huhu mingdep baru,-1,-1,-1
1959,yawn gagal vaksin ditraktir makan waroeng steak xd,-1,1,-1
1960,bintaro loop jam segini terdengar suara motor balapan gendeng ga takut mati kena covid merugikan orang apa,-1,-1,-1
1961,pusat maksiat allah dah tutup pergi pusat maksiat tempat larangan allah virus covid nampak mati nampak ingat mati ingat allah menghidupkan mematikan hambanya wallahuaklam alfakir,-1,-1,-1
1962,ekonomi gagal covid gagal hukum tegak gagal politik gagal sosial gagal kemiskinan pengangguran korupsi dll ditutupi dgn buzzer pakai isu radikal arogan islam impor sue,-1,-1,-1
1963,yg mematikan bkn covid tp kebijakan pemerintah yg ngawur masyarakat yg jadi korban phkseperti bangkrut bisnisnya petugas seenaknya mengintimidasimerazia memikirkan perekonomian rakyat merekapetugasenak digaji lha rakyatsiapa yg gaji,-1,-1,-1
1964,vaksin pertama aja gagal mulu yawlah semoga besok beneran,-1,1,-1
1965,tau gitu gausah vaksin kalo emang ga kena alkohol minggu bangke gagal algi acar,-1,-1,-1
1966,klau pelangar yg susah aturbiar cepat mati biar cpt ganti generasi cina aja nanticovid mematikan merugikan keuangan negara,-1,-1,-1
1967,gara gara covid gagal liburan jepang,-1,1,-1
1968,mengurangi rasa hormat sy mundur sj pak jokowi bpk gagal kendalikan covid salam,-1,-1,-1
1969,vaksin sangat masuk akal nasihat pergipergi dulu setelah ada vaksin ya vaksinnya dipercepat jadi rugi belum vaksin alasan murni untunguntungan bias orang belum vaksin,-1,-1,1
1970,tw jarum suntik abis vaksin flu sm suntik vitamin pas suntik vit nyari pembuluh darah gaketemu ditusuk kali gagal cmn vaksin flu tt,-1,-1,-1
1971,keluarga besar yang kena covid serumah jadi merasa gagal mengedukasi,-1,-1,-1
1972,corona cen berbahaya coytp plus sekali kali berpikir corona mematikan yang terpapar izin allah swt,-1,1,-1
1973,wait kalo vaksin adalah virus yg dilemahkan artinya bs jg dibunuh dilemahkan dg cara apaknp ga dilakukan cara yg pd orang yg terpapar virus kenapa melalui vaksinkl mreka buat virus lemah artinya nemu cara mematikan virusnya,-1,-1,-1
1974,kali gue gagal vaksin,-1,1,-1
1975,kalo sampe gagal touring corona gua bakalan solo ride asli bakal buktiin kalo corona penyakit mematikan,-1,-1,-1
1976,menteri kesehatan mundur krn gagal urus covid belanda perdana menteri wkwkanda gagal minta maaf ngotot tetap kerja wkikiki ga tau malu,-1,-1,-1
1977,covid hnya mematikan jiwa tpi jga mematikan rasa kemanusiaan,-1,-1,-1
1978,dasar covid anying org yg positif smua org yg rugi,-1,-1,-1
1979,hari jumlah kasus harian covid indonesia hampir pastikan menembus angka satu juta kasuspemerintah para pengamat kesehatan masyarakat ahli epidemiologi anggap gagal menangani pandemi covid sudah membunuh warganya,-1,1,-1
1980,udah ijin gagal vaksin,-1,1,-1
1981,udah pasang infus tiba pasien ibu gagal nafas positif covid akhirnya meninggal pas banget di bed sebelah aku yg denger cuman banyak berdoa semoga gak ketularan,-1,1,-1
1982,kmi yg bergerak dibidang jasa pernikahan rugi mgkuti aturan pmrith yg melarang hajatan covid malah seenaknya yak dimana keadilanmu hanya rakyat yg mbntu mencari nafkah tp kau stop alasan covid,-1,-1,-1
1983,jealous banget liat tementemen gue vaksin gue udah kali gagal vaksin anjir gaada kabar kader kompleks kehalang kelas positif,-1,-1,-1
1984,rencana gagal gara covid asw,-1,1,-1
1985,kedekatan pemerintah dgn eci cina komunis pembangunan politik ekonomi ideologi pancasila pandemi covid gagal pemerintah baru coba untuk sukses tanggulangi covid dgn kebijakan ppkm darurat jawabali setelah gagal vaksinasi pakai sinovac,-1,1,-1
1986,semeru gagal mergo corona interview batubara gagal mergo corona apes terusan,-1,-1,-1
1987,gagal ngga ngaku mundur ngga rakyat dikasih keringanandibantu vaksin mo diduitin,-1,-1,-1
1988,menyesatkan mengkonsumsi hoax vaksin gamau vaksin rugi,-1,-1,-1
1989,gagal gagal gara gara covid,-1,1,-1
1990,berburu vaksin kedua rsud madani pekanbaru kuota hari selasa juli vaksin ada kemungkinan tdk beruntung pulang gagal vaksin mereka tdk random sms sebanyak orang yg beruntung di vaksin gratis,1,1,1
1991,corona anjing emang jadi gagal malang,-1,-1,-1
1992,sememangnya gagal darurat menghalang covid larangan rentas negeri tak dapat menghalang covid covid gagal masuk parlimen tutup,-1,1,-1
1993,kelak anak cucu akan menjadi saksi sejarah dmn ummat manusia tahuntahun bertumbangan virus covid pandemi akan menyisakan sejarah para pemimpin dunia berhasil gagal melindungi rakyatnya badai pandemi yg kian terkendali,-1,-1,-1
1994,corona dijadiin alasan gagal paham,-1,-1,-1
1995,alhamdulillah yg blokir unblokir gegara covid gegara vaksin terimakasih gak kok biasalah gak rugi juga,1,-1,1
1996,lagi hoax ttg kesehatan masyarakat gang susah untuk edukasi peraturan pemerintah ya kadang kurang efektif ekonomi warga pendidikan pokoknya indo berasa gagal menangani covid,-1,-1,-1
1997,gagal vaksin deh,-1,1,-1
1998,sangat menyukai afirmasi positifnya ayangku sih ga berubah dulu gagal vaksin positif tetep nenangin gapapa ayang abang istirahat rumah minggu libur tetep digaji anggaplah istirahat sayang jauh hm,1,1,1
1999,vaksin aja gagal tekanan darahnya rendah banget hal gw uda minum dopingan sangobion vitamin tetep aja gak ngangkat yoweslah uda kejadian,-1,-1,-1
2000,sampe kena corona ya guys jaga karena merugikan badan juga merugikan kantong,-1,1,-1
2001,piye niat vaksin gagal teruus semoga cepet sehat,-1,1,1
2002,orang sibuk ndaftar vaksin pake ktp jakarta gw sibuk bilangin kalo corona ada minyak kayu putih buat minum vaksin gak mematikan beruntung deh punya keluarga yg aware keluarga gw blom satu presepsi di sirkel keluarga dah prnah kasus,-1,1,-1
2003,apalah semua taknak vaksin sanggup tawar jadi orang terawal disuntik vaksin gagal ini titik tolak untuk ahli perubatan hasilkan vaksin lebih baik untuk manusia sejagat sanggup,-1,1,1
2004,udah gagal vaksin dikarnakan prosedur acakadut ngga kondusif huft,-1,1,-1
2005,diet gua gagal garagara vaksin laper mulu anjim,-1,1,-1
2006,gua hobby makan mulu minum minyak ikan doping vit akibat gagal paham covid jadi lebih hati hati jaga kesehatan,-1,1,-1
2007,umur umur segini benar mantap bgt udh dirumahkan karna covid hubungan gagal cari kerja kesana kemari masi nihil jg dirumah terus jd beban ortu sad bgt ga sihh,-1,1,-1
2008,keberhasilan pendidikan pandemi covid produk gagal,-1,1,-1
2009,mengigil baca azmin ali salah dg hisyam gagal handle covid helo kau sedar ke salah orang pula,-1,-1,-1
2010,yang mematikan covid aturan pemerintah,-1,-1,-1
2011,berita katanya pemakaman yg petinya kosong tu mah covid udah jadi bahan nakut nakutin orang doang gangerti org yg pemikirannya kayak gini disadarin kayak kalo covid mematikan harus keluarga deket lu meninggal baru paham,-1,-1,-1
2012,pagi baca mutualan jd ribut gegara covid tuh rasanya sedih bener dah udah bener mending cengin fans emyu gegara pemainnya gagal pinalty final euro,-1,-1,-1
2013,boleh menteri admit dorang gagal handle covid sampah,-1,-1,-1
2014,pkp kita trending sampai bila konon darurat tangani covid enforcement laut strategi tentu hala koordinasi ada tu gagal,-1,-1,-1
2015,australia yg berulang kali perintah lockdown kali gagal bendung covid boleh lakukan sbb negara rakyat duit punca kes covid hilang kadar vaksinasi lembap,-1,-1,-1
2016,kkn seperti virus corona yg mematikan perekonomian negara bangsa,-1,-1,-1
